timestamp,full_index_price,hyperscalers_only_price,non_hyperscalers_only_price,source
2025-09-12T19:53:16.632498,2.815338038132283,2.6315726750537243,3.1252254820541485,calculated
2025-09-12T20:03:54.646208,2.815338038132283,2.6315726750537243,3.1252254820541485,calculated
2025-09-12T15:18:10.947726,2.8746886610982147,2.7229196062858163,3.130620049224637,calculated
2025-09-13T01:37:56.315922,2.8734961953717395,2.7229196062858163,3.1274167031573237,calculated
2025-09-13T12:41:04.378538,2.87366000005621,2.7229196062858163,3.1278567351684363,calculated
2025-09-14T01:50:44.447854,2.8742355929221453,2.7229196062858163,3.1294029625379385,calculated
2025-09-14T12:40:48.452746,2.872570981636473,2.7229196062858163,3.124931281803495,calculated
2025-09-15T01:52:14.003663,2.81674200762196,2.6315726750537243,3.128996995183234,calculated
2025-09-15T09:19:28.977931,2.8159800252379057,2.6315726750537243,3.1269500656831815,calculated
2025-09-15T12:49:05.242278,2.873777005008235,2.7229196062858163,3.128171048061969,calculated
2025-09-16T01:43:25.339648,2.8735527642532337,2.7229196062858163,3.1275686653479706,calculated
2025-09-16T12:47:57.030927,2.871238352791065,2.7229196062858163,3.121351412565873,calculated
2025-09-17T01:43:08.982079,2.8741097069255286,2.7229196062858163,3.1290647923052544,calculated
2025-09-17T12:48:03.421831,2.8152705759188787,2.6315726750537243,3.1250442568740855,calculated
2025-09-18T01:43:35.212071,2.877740671418213,2.7229196062858163,3.1388187295211933,calculated
2025-09-18T12:46:32.087927,2.8778547534948036,2.7229196062858163,3.1391251906322206,calculated
2025-09-19T01:46:26.217270,2.877058101311359,2.7229196062858163,3.136985126911985,calculated
2025-09-19T12:47:24.163516,2.877142763522514,2.7229196062858163,3.1372125568121776,calculated
2025-09-20T01:41:29.218888,2.8779658677286446,2.7229196062858163,3.139423679164088,calculated
2025-09-20T12:42:46.206798,2.8767201607019395,2.7229196062858163,3.1360773098585173,calculated
2025-09-21T01:53:12.778431,2.875237790699635,2.7229196062858163,3.1320951877632996,calculated
2025-09-21T12:42:20.478385,2.876969594394824,2.7229196062858163,3.136747368897882,calculated
2025-09-22T01:52:57.369902,2.8776570322134596,2.7229196062858163,3.138594047744878,calculated
2025-09-22T12:48:50.005430,2.8772469752735974,2.7229196062858163,3.1374925030576666,calculated
2025-09-23T01:44:25.009515,2.8769009630312468,2.7229196062858163,3.1365630030048175,calculated
2025-09-23T08:39:27.352691,2.877301351998516,2.7229196062858163,3.137638576411434,calculated
2025-09-23T12:24:51.869692,2.877348387809361,2.7229196062858163,3.1377649297114476,calculated
2025-09-24T00:56:32.716396,2.875953243155132,2.7229196062858163,3.1340171229256955,calculated
2025-09-24T12:25:16.593020,2.8740058099456456,2.7229196062858163,3.128785691636342,calculated
2025-09-25T00:56:38.760822,2.875899630874558,2.7229196062858163,3.133873103115045,calculated
2025-09-25T12:26:12.219473,2.876154078422996,2.7229196062858163,3.134556630981323,calculated
2025-09-26T00:55:54.606676,2.8759646198856705,2.7229196062858163,3.1340476844791403,calculated
2025-09-26T12:24:57.010459,2.8762423605029594,2.7229196062858163,3.134793785012156,calculated
2025-09-27T00:54:14.154623,2.8742499262536043,2.7229196062858163,3.1294414664713797,calculated
2025-09-27T12:21:43.103858,2.874238163607419,2.7229196062858163,3.129950428979982,calculated
2025-09-28T01:01:35.665921,2.8748364124514496,2.7229196062858163,3.1310169568302966,calculated
2025-09-28T12:22:17.011300,2.8746898527320455,2.7229196062858163,3.130623250335967,calculated
2025-09-29T01:01:41.223430,2.873733690242655,2.7229196062858163,3.128054690685069,calculated
2025-09-29T11:28:23.095685,2.8312693394519215,2.7229196062858163,3.0400173892042033,calculated
2025-09-29T23:17:09.348647,2.8778554954554907,2.7229196062858163,3.1391271837770103,calculated
2025-09-30T11:16:26.642320,2.8742799598913185,2.7229196062858163,3.130062856537595,calculated
2025-09-30T23:17:00.788136,2.873463133153839,2.7229196062858163,3.127327887417519,calculated
2025-10-01T11:16:57.965659,3.254661215916182,3.3269966237464184,3.132680477750767,calculated
2025-10-01T23:16:43.548759,3.979664356039953,4.48083655614255,3.134527005601946,calculated
2025-10-02T11:15:09.823690,3.9800560101064026,4.48083655614255,3.135579114258536,calculated
2025-10-02T23:16:43.053576,2.8464396002967844,2.688398137267192,3.112948283932536,calculated
2025-10-03T11:16:01.699524,2.8485151678686056,2.688398137267192,3.11852392528727,calculated
2025-10-03T23:17:16.830521,2.849543705250496,2.688398137267192,3.1212869071526717,calculated
2025-10-04T11:13:58.465044,2.8602583033270195,2.688398137267192,3.1500697600676473,calculated
2025-10-04T23:16:15.606127,2.845988569138254,2.688398137267192,3.112299635329187,calculated
2025-10-05T11:13:47.720598,2.849744203263503,2.688398137267192,3.121825509233394,calculated
2025-10-05T23:14:43.132026,2.8493446237078923,2.688398137267192,3.1207521101665483,calculated
2025-10-06T11:16:12.784033,2.8474693180706776,2.688398137267192,3.1157144367101033,calculated
2025-10-06T23:16:41.610996,2.846915388208446,2.688398137267192,3.1142264031286344,calculated
2025-10-07T11:15:58.159721,2.846987830551918,2.688398137267192,3.1144210065381195,calculated
2025-10-07T23:16:53.964659,2.847665645365275,2.688398137267192,3.116241834901174,calculated
2025-10-08T11:15:54.497008,2.8497855394672493,2.688398137267192,3.1219365515575226,calculated
2025-10-08T23:16:36.297297,2.8475071468239026,2.688398137267192,3.115816056895225,calculated
2025-10-09T11:16:32.628124,2.8475071468239026,2.688398137267192,3.115816056895225,carry_forward_prev
2025-10-09T20:23:44.364206,2.8450666882492253,2.688398137267192,3.1098198738027154,calculated
2025-10-09T23:17:20.285911,2.8450666882492253,2.688398137267192,3.1098198738027154,carry_forward_prev
2025-10-10T11:16:23.872127,2.848550568386854,2.688398137267192,3.1186190224530788,calculated
2025-10-10T23:16:24.956715,2.8450624762937946,2.688398137267192,3.109248886405847,calculated
2025-10-11T11:14:11.761871,2.856129033539996,2.688398137267192,3.138977214731153,calculated
2025-10-11T23:16:15.796426,2.8486423017081965,2.688398137267192,3.1188654476271016,calculated
2025-10-12T11:13:51.557766,2.8451670668346773,2.688398137267192,3.1100898815198157,calculated
2025-10-12T23:16:15.382980,2.847133086219205,2.688398137267192,3.1148112099294853,calculated
2025-10-13T11:16:24.859803,2.845161441493641,2.688398137267192,3.1100747499508232,calculated
2025-10-13T23:16:42.100090,2.845167854382422,2.688398137267192,3.110091999939475,calculated
2025-10-14T11:15:57.999429,2.8482043987589023,2.688398137267192,3.1176890996119417,calculated
2025-10-14T23:16:42.653221,2.8478854793234674,2.688398137267192,3.1168323795430872,calculated
2025-10-15T11:16:28.628495,2.84814613236129,2.688398137267192,3.117532577347608,calculated
2025-10-15T23:16:26.455910,2.8472847834542767,2.688398137267192,3.1152187174415276,calculated
2025-10-16T11:16:29.013034,2.848739588492864,2.688398137267192,3.119126791187885,calculated
2025-10-16T23:16:11.240923,2.8485933547864897,2.688398137267192,3.1187339604692963,calculated
2025-10-17T11:16:05.773784,2.848072093678158,2.688398137267192,3.1173336856569085,calculated
2025-10-17T23:16:13.003310,2.8480185938158704,2.688398137267192,3.117189967837892,calculated
2025-10-18T11:14:49.523724,2.847110984784185,2.688398137267192,3.1147518383740778,calculated
2025-10-18T23:16:39.199631,2.846482667742135,2.688398137267192,3.11306397692784,calculated
